Structure,bandgap
CeCsAuTaO6,0
CeCsAuTiO6,0
CeCsAuTmO6,0.0029
CeCsAuYbO6,0.1601
CeCsAuYO6,0.0506
CeCsBiPrO6,0.1588
CeCsBiYO6,0.1609
CeCsCrTmO6,0
CeCsHfAuO6,0
CeCsHfCoO6,0.207
CeCsHfCuO6,0
CeCsHfFeO6,0
CeCsHfGaO6,0.1855
CeCsHfMnO6,0.0913
CeCsHfNiO6,0
CeCsHfSnO6,0.1314
CeCsHfTeO6,0
CeCsHfTiO6,0.0989
CeCsHfZrO6,0.1099
CeCsNbBiO6,0
CeCsNbInO6,0.1134
CeCsNbPrO6,0.1165
CeCsNbYO6,0.1091
CeCsPtTaO6,0
CeCsReAuO6,0
CeCsSbGdO6,0.1555
CeCsSbYO6,0.1557
CeCsSeTaO6,0
CeCsTaAlO6,0.1066
CeCsTaBiO6,0
CeCsTaPrO6,0.1214
CeCsTaScO6,0.1032
CeCsTaTiO6,0
CeCsTaTmO6,0.1119
CeCsTaYO6,0.1148
CeCsWDyO6,0
CeCsWInO6,0
CeCsWNaO6,0.0561
CeCsWSrO6,0.12
CeCsWTlO6,0
CeCsZrAuO6,0
CeCsZrSnO6,0.1331
CeCuReAuO6,0
CeDyCr2O6,0
CeErCr2O6,0
CeEuLuCoO6,0
CeEuWMgO6,0.0058
CeFeO3,0
CeGaO3,0
CeGdCr2O6,0
CeGdTmCrO6,0
CeHfCo2O6,0
CeHfV2O6,0
CeHgAuTaO6,0
CeHgPtTaO6,0
CeHgReAuO6,0
CeHgTiAuO6,0
CeHgTiTeO6,0
CeHoCr2O6,0
CeInWMgO6,0.0046
CeIrO3,0
CeKAuPrO6,0.1131
CeKAuTaO6,0
CeKAuTmO6,0.0038
CeKAuYbO6,0.4032
CeKAuYO6,0.066
CeKBiPrO6,0.1564
CeKBiTmO6,0.1579
CeKBiYO6,0.1581
CeKHfAuO6,0
CeKHfTeO6,0
CeKSbTmO6,0.1484
CeKTaBiO6,0
CeKTaPrO6,0.1176
CeKTaTeO6,0
CeKTaTmO6,0.1043
CeKWInO6,0
CeKZrAuO6,0
CeLaBAlO6,0.0406
CeLaBInO6,0.1041
CeLaLuCoO6,0.0169
CeLiReAuO6,0
CeLuCr2O6,0
CeLuO3,0.0005
CeLuWMgO6,0
CeMgNi2O6,0
CeMnO3,0
CeMnReAuO6,0
CeMoO3,0
CeNaAuTaO6,0
CeNaTaTmO6,0.1012
CeNbO3,0
CeNiO3,0
CePbAuCdO6,0
CePbHfAuO6,0
CePbMoCaO6,0
CePbMoCdO6,0
CePbO3,0
CePbPtCdO6,0.0112
CePbReAuO6,0
CePbTaAuO6,0
CePbTeTiO6,0
CePbTiAuO6,0
CePbTmCoO6,0.1126
CePbWCdO6,0
CePdO3,0
CePdReAuO6,0
CePtO3,0
CePtReAuO6,0
CeRbAuGdO6,0.0902
CeRbAuPrO6,0.1132
CeRbAuScO6,0
CeRbAuTaO6,0
CeRbAuTiO6,0
CeRbAuTmO6,0.0035
CeRbAuYbO6,0.3976
CeRbAuYO6,0.0615
CeRbBiTmO6,0.1592
CeRbBiYO6,0.1591
CeRbCoLuO6,0
CeRbHfAuO6,0
CeRbHfCuO6,0
CeRbHfTeO6,0
CeRbHfZrO6,0.1048
CeRbNbTmO6,0.1025
CeRbSbTmO6,0.151
CeRbSeYbO6,0.1636
CeRbTaBiO6,0
CeRbTaInO6,0.1114
CeRbTaPrO6,0.1189
CeRbTaTeO6,0
CeRbTaTmO6,0.1069
CeRbTaYO6,0.1094
CeRbWInO6,0
CeRbZrAuO6,0
CeRuO3,0
CeScO3,0.0021
CeSrCoLuO6,0.0761
CeSrCoTmO6,0.0684
CeSrHfCuO6,0
CeSrHfFeO6,0
CeSrHfMnO6,0
CeSrHfNiO6,0
CeSrNbTmO6,0
CeSrReAuO6,0
CeSrTaGaO6,0
CeSrTaInO6,0
CeSrWCdO6,0
CeSrWGaO6,0
CeTaO3,0
CeTiO3,0
CeTlAuTiO6,0
CeTlBiYO6,0.1521
CeTlHfSnO6,0.114
CeTlNbScO6,0.0798
CeTlO3,0
CeTlReAuO6,0
CeTlSeTiO6,0.0502
CeTlSeYbO6,0.1443
CeTlTaAuO6,0
CeTlTaScO6,0.0833
CeTlTaTeO6,0
CeTlWAlO6,0
CeTlZrAuO6,0
CeTlZrSnO6,0.118
CeTlZrTiO6,0.0801
CeTmCoLuO6,0.035
CeTmCr2O6,0
CeTmHfCoO6,0
CeTmMoCdO6,0
CeTmNbInO6,0
CeTmWMgO6,0
CeVO3,0
CeYbHfCoO6,0
CeYbMoCdO6,0
CeYbNbInO6,0
CeYbO3,1.9326
CeYbWMgO6,0
CeYO3,0.0018
CoAgReAuO6,0
CoCaRePtO6,0
CoCsReAuO6,0
CoCsWInO6,0
CoFeO3,0
CoGeO3,0
CoIrO3,0
CoKReAuO6,0
CoMnO3,0
CoMoO3,0
CoNaReAuO6,0
CoOsO3,0
CoPdO3,0
CoPtO3,0
CoRbReAuO6,0
CoReO3,0
CoRhO3,0
CoRuO3,0
CoSiO3,0
CoSrReAuO6,0
CoTcO3,0
CoTiO3,0
CoTlWAlO6,0
CoWO3,0
CrBO3,0
CrIrO3,0
CrOsO3,0
CrPdO3,0
CrPtO3,0
CrRbReAuO6,0
CrReO3,0
CrRuO3,0
CrTcO3,0
CrTiO3,0
CsBrO3,0
CsCeNb2O6,0
CsCeTa2O6,0
CsCeZr2O6,0.1081
CsEuTa2O6,0
CsEuZr2O6,0
CsGdTa2O6,0
CsGdZr2O6,0.5918
CsIO3,0
CsLaTa2O6,0
CsLaZr2O6,2.2032
CsNbO3,1.2762
CsPrHf2O6,2.7322
CsPrTa2O6,0
CsPrZr2O6,2.4711
CsTaO3,1.8627
CsVO3,0.0069
CsWO3,0.358
CsYbHf2O6,0
CsYbTa2O6,0
CsYbZr2O6,0
CuBaReAuO6,0
CuCO3,0
CuCsReAuO6,0
CuKReAuO6,0
CuNbO3,0
CuPbWAlO6,1.1084
CuPO3,0
CuPtWAlO6,0.0014
CuRbReAuO6,0
CuSiO3,0.0131
CuTaO3,0.3232
CuTeO3,0
CuTlReAuO6,0
CuTlReSeO6,0.0394
CuTlWAlO6,0.0488
CuVO3,0
Dy2CoMnO6,0
Dy2CoPtO6,0
Dy2CuMnO6,0.0321
Dy2CuTiO6,0.0093
Dy2ErGaO6,2.3117
Dy2ErInO6,1.6977
Dy2ErLuO6,1.8227
Dy2ErTmO6,1.6979
Dy2GdGaO6,1.3418
Dy2HoErO6,1.5554
Dy2HoGaO6,2.2644
Dy2HoInO6,1.6216
Dy2HoLuO6,1.7533
Dy2HoTmO6,1.6289
Dy2InGaO6,2.2915
Dy2LuAlO6,2.5383
Dy2LuBO6,2.5928
Dy2LuCuO6,0.0211
Dy2LuGaO6,2.4382
Dy2LuInO6,1.8246
Dy2LuTlO6,1.0699
Dy2NbLuO6,0
Dy2NiMnO6,0.1763
Dy2NiRuO6,0
Dy2PtHoO6,0
Dy2TaLuO6,0
Dy2TbCrO6,0.0655
Dy2TbErO6,1.4089
Dy2TbHoO6,1.3411
Dy2TbLuO6,1.6047
Dy2TbTmO6,1.4815
Dy2TlGaO6,1.2532
Dy2TmGaO6,2.3596
Dy2TmInO6,1.7454
Dy2TmLuO6,1.8848
Dy2YErO6,1.5527
Dy2YGaO6,2.2849
Dy2YHoO6,1.4859
Dy2YInO6,1.6257
Dy2YLuO6,1.7461
Dy2YTmO6,1.6245
DyAgO3,0
DyAlGa2O6,0.0004
DyAlO3,2.9483
DyAsO3,0
DyAuO3,0
DyBO3,2.5908
DyCeGa2O6,0.0269
DyCeO3,0
DyCoO3,0
DyCrO3,0.0242
DyErAl2O6,2.9796
DyErGa2O6,2.8843
DyErO3,1.6238
DyEuAl2O6,0
DyEuGa2O6,0
DyFeO3,0
DyGaAl2O6,0.0249
DyGaO3,2.854
DyGdAl2O6,2.0616
DyGdGa2O6,1.7529
DyHfO3,0
DyHoAl2O6,2.9626
DyHoGa2O6,2.8673
DyInAl2O6,0
DyInGa2O6,0
DyInO3,1.5367
DyIrO3,0
DyLaAl2O6,3.1749
DyLaGa2O6,3.0618
DyLaO3,0
DyLuAl2O6,3.0378
DyLuCr2O6,0.0638
DyLuGa2O6,2.9415
DyMgFe2O6,0
DyMgW2O6,0
DyMnO3,0
DyMoO3,0
DyNbO3,0
DyNdAl2O6,2.9077
DyNdGa2O6,2.8162
DyNdO3,0.3437
DyNiO3,0.2267
DyOsO3,0
DyPbO3,0
DyPdO3,0.1352
DyPmAl2O6,2.9043
DyPmGa2O6,2.813
DyPmO3,0.5436
DyPrGa2O6,2.8222
DyPrO3,0.1586
DyPtO3,0
DyReO3,0
DyRhO3,0
DyRuO3,0
DyScAl2O6,1.7185
DyScCr2O6,0
DyScO3,2.4736
DySmAl2O6,2.9138
DySmGa2O6,2.822
DySmO3,0.7026
DySnO3,0
DyTaO3,0
DyTbCr2O6,0.0193
DyTcO3,0
DyTeO3,0
DyTiO3,0
DyTlGa2O6,0.0046
DyTlO3,0.4233
DyTmAl2O6,3.0015
DyTmGa2O6,2.906
DyTmO3,1.7718
DyVEr2O6,0
DyVHo2O6,0
DyVO3,0
DyWO3,0
DyYAl2O6,2.8718
DyYbAl2O6,0.0183
DyYbCr2O6,0
DyYbGa2O6,0
DyYGa2O6,2.7734
DyZrO3,0
Er2DyGaO6,2.2674
Er2DyLuO6,1.3208
Er2GdGaO6,1.3115
Er2HoGaO6,2.3167
Er2HoLuO6,1.3917
Er2HoTmO6,1.2697
Er2InGaO6,2.335
Er2LuGaO6,2.4915
Er2ScGaO6,2.7341
Er2TbCrO6,0.0026
Er2TbLuO6,1.246
Er2TbTmO6,1.1252
Er2TlGaO6,1.1399
Er2TmGaO6,2.4124
Er2TmLuO6,1.5334
Er2YGaO6,2.3383
Er2YHoO6,1.1309
Er2YLuO6,1.3862
Er2YTmO6,1.267
ErAlGa2O6,0.0003
ErAlO3,3.0097
ErAsO3,0.0689
ErAuO3,0
ErBO3,2.6959
ErCeAl2O6,0
ErCeO3,0
ErCoO3,0
ErCrB2O6,0.054
ErCrO3,0.0494
ErCsVInO6,1.6576
ErCsWInO6,0
ErDyCr2O6,0.037
ErEuAl2O6,0
ErEuGa2O6,0
ErEuO3,0
ErFeO3,0
ErGaAl2O6,0.0251
ErGdAl2O6,2.0831
ErGdGa2O6,1.7691
ErGdO3,0.3657
ErHoAl2O6,2.9931
ErHoGa2O6,2.8974
ErHoO3,1.4474
ErInAl2O6,0
ErInGa2O6,0
ErIrO3,0
ErLaAl2O6,3.208
ErLaBMoO6,0
ErLaGa2O6,3.0941
ErLaO3,0.279
ErLuAl2O6,3.0678
ErLuCr2O6,0.0757
ErLuGa2O6,2.9712
ErLuO3,1.6578
ErMnO3,0
ErMoAl2O6,0
ErMoGa2O6,0
ErMoO3,0
ErNbAl2O6,0.0108
ErNbO3,0
ErNdAl2O6,2.9399
ErNdBMoO6,0
ErNdGa2O6,2.8478
ErNiO3,0.2201
ErPdAl2O6,0
ErPdO3,0.1471
ErPmAl2O6,2.9361
ErPmGa2O6,2.8442
ErPrAl2O6,2.9466
ErPrGa2O6,2.8542
ErPrO3,0.2872
ErRhAl2O6,0.0785
ErRhGa2O6,0.0688
ErRhO3,0
ErRuO3,0
ErSbO3,0
ErScAl2O6,1.7363
ErScCr2O6,0
ErSmAl2O6,2.9454
ErSmGa2O6,2.8531
ErSmO3,0.3638
ErTaAl2O6,0
ErTaO3,0
ErTbAl2O6,2.9673
ErTbCr2O6,0.0322
ErTbGa2O6,2.8723
ErTbO3,1.7284
ErTlAl2O6,0
ErTlGa2O6,0.0115
ErTmAl2O6,3.0317
ErTmCr2O6,0.0576
ErTmGa2O6,2.936
ErVAl2O6,0
ErVGa2O6,0
ErVO3,0
ErYAl2O6,2.9018
ErYbAl2O6,0.0177
ErYbCr2O6,0
ErYbGa2O6,0
ErYGa2O6,2.8029
ErYO3,1.13
Eu2BiTmO6,0
Eu2CrTmO6,0
Eu2SbScO6,0.1112
Eu2TaGaO6,0.4391
Eu2WMgO6,0.2786
EuAgO3,0
EuAlO3,0
EuAsO3,0
EuBaCo2O6,0
EuBaCoGdO6,0
EuBaCoTmO6,0
EuBaCrLuO6,0
EuBaHfCuO6,0
EuBaHfSbO6,0
EuBaTaGaO6,0.5535
EuBaTaMgO6,0
EuBiSnMgO6,0
EuCaAuTmO6,0
EuCaNbTmO6,0.345
EuCaSbTmO6,0.5401
EuCdAuZnO6,0
EuCdHfCuO6,0
EuCdReAuO6,0
EuCdSeTaO6,0
EuCdTaAuO6,0
EuCdTaPtO6,0
EuCrO3,0
EuCsAuTaO6,0
EuCsHfTcO6,0
EuCsHfZrO6,0
EuCsNbYO6,0
EuCsPrTaO6,0
EuCsSbYO6,0
EuCsTaScO6,0
EuCsWInO6,0.3866
EuDyCr2O6,0
EuDyO3,0
EuFeO3,0
EuGaO3,0
EuHoCr2O6,0
EuHoGa2O6,0
EuInO3,0
EuIrO3,0
EuKHfZrO6,0
EuKPtTaO6,0
EuKTaBiO6,0
EuKTaInO6,0
EuLaBAlO6,0
EuLaO3,0
EuLiPtTaO6,0
EuMgMn2O6,0
EuMnO3,0
EuMnReAuO6,0
EuNaHfSnO6,0
EuNdCr2O6,0
EuNdGa2O6,0
EuNdO3,0
EuNiO3,0
EuOsO3,0
EuPbAuCdO6,0
EuPbMoCdO6,0.0928
EuPbO3,0
EuPmGa2O6,0
EuPmO3,0
EuPrGa2O6,0
EuPrO3,0
EuPtO3,0
EuRbHfCoO6,0
EuRbHfFeO6,0
EuRbHfNiO6,0
EuRbHfSnO6,0
EuRbHfTeO6,0
EuRbTaPrO6,0
EuRbTaTeO6,0.5555
EuReO3,0
EuRhO3,0
EuRuO3,0
EuSbO3,0
EuScCr2O6,0
EuScO3,0
EuSmCr2O6,0
EuSmO3,0
EuSnO3,0
EuSrAuCdO6,0.002
EuSrHfCoO6,0
EuSrNbTmO6,0.2039
EuSrSbTmO6,0.0403
EuSrSeYbO6,0
EuTaO3,0
EuTeO3,0
EuTiO3,0
EuTlO3,0
EuTlZrTiO6,0
EuTmCr2O6,0
EuTmWMgO6,0
EuWO3,0
EuYbCr2O6,0
EuYbZrGaO6,0
EuYCr2O6,0
EuYGa2O6,0
EuYO3,0
EuZrO3,0.4663
FeBiO3,0
FeBO3,0
FeCsWInO6,0
FeIrO3,0
FeKReAuO6,0
FeOsO3,0
FePbReAuO6,0
FePdO3,0
FePtO3,0
FeReO3,0
FeRuO3,0
FeSrRePtO6,0
FeTcO3,0
FeTiO3,0
FeTlAuTiO6,0
FeTlReAuO6,0
FeWO3,0
FeZrO3,0
GaAlO3,0
GaBO3,0
GaCsWInO6,0
GaFeO3,0
GaInO3,0
GaKWInO6,0
Gd2CoMnO6,0
Gd2CuTiO6,0
Gd2MgPtO6,0.713
Gd2NiMnO6,0.2245
Gd2NiRuO6,0
Gd2TaAlO6,0
Gd2TbCrO6,0
Gd2VBO6,0.0003
Gd2WMgO6,0
GdAgO3,0
GdAgReAuO6,0
GdAlO3,1.8885
GdAsO3,0
GdAuO3,0
GdBaCrTmO6,0
GdBaHfCuO6,0
GdBaHfMnO6,0.0152
GdBaHfSbO6,0
GdBaMoCdO6,0
GdBaNbHgO6,0
GdBaNbInO6,0.0357
GdBaNbTmO6,0
GdBaTaGaO6,0
GdBaTaMgO6,1.1367
GdBaTaPtO6,0
GdBaVTmO6,0.0159
GdBaWAlO6,0
GdBaWCdO6,0
GdBaWGaO6,0
GdBiSnMgO6,1.2017
GdBO3,2.0438
GdCaPtTaO6,0
GdCdSeTaO6,0
GdCrO3,0.7847
GdCsAuScO6,0.8144
GdCsBiYO6,0.4586
GdCsHfTcO6,0.0806
GdCsHfTiO6,0.9516
GdCsHfZrO6,0.6125
GdCsNbInO6,0.5191
GdCsPtTaO6,0.0097
GdCsTaInO6,0.7442
GdCsTaScO6,0.8061
GdCsZrSnO6,0.7016
GdDyO3,0.2133
GdEuTaAlO6,0
GdFeO3,0
GdGaO3,1.6174
GdHoCr2O6,0
GdHoGa2O6,1.761
GdKBiYO6,0.1948
GdKHfSnO6,1.0437
GdKHfTeO6,0
GdKTaYO6,0.5771
GdKWInO6,0.0229
GdLaGa2O6,1.6713
GdLaLuCoO6,0.512
GdLaLuCrO6,0
GdLiPtTaO6,0
GdLuTaAlO6,0
GdMoO3,0
GdNaHfSnO6,0.8769
GdNbO3,0
GdNdGa2O6,1.6758
GdNiO3,0.2216
GdPbAuCdO6,0.6022
GdPbMoCdO6,0
GdPbNbTmO6,0
GdPbPtCdO6,0
GdPdO3,0
GdPmGa2O6,1.6945
GdPrLuCrO6,0
GdPrO3,0.0013
GdRbAuTiO6,0
GdRbHfCoO6,0.0044
GdRbHfGeO6,1.0605
GdRbHfNiO6,0.4723
GdRbHfSnO6,0.7935
GdRbHfTeO6,0
GdRbHfTiO6,0.9069
GdRbPtTaO6,0
GdRbTaInO6,0.7854
GdRbTaTeO6,0
GdRbVTmO6,0.694
GdRuO3,0
GdSbO3,0
GdScO3,1.0969
GdSrAuCdO6,0.8502
GdSrHfCoO6,0.4996
GdSrSeYbO6,0
GdSrVTmO6,0
GdTaO3,0
GdTbGa2O6,1.7447
GdTiO3,0
GdTlBiYO6,0
GdTlO3,0
GdTlTaScO6,0
GdTlZrTiO6,0
GdTmGa2O6,1.7786
GdTmTaAlO6,0
GdVO3,0
GdYbCr2O6,0
GdYbTaAlO6,0
GdYbZrGaO6,1.1858
GdYGa2O6,1.7378
GdYO3,0.2892
GeCsVTbO6,0
GeCsWAlO6,1.9853
GeCsWInO6,1.8051
GeKWCeO6,0.0044
GeKWCsO6,0
GeKWInO6,1.8759
HfAgCo2O6,0
HfAgV2O6,0
HfBaAl2O6,1.405
HfBaTaAlO6,0
HfCaCo2O6,0
HfCaV2O6,0
HfCdCo2O6,0
HfCdV2O6,0
HfCoV2O6,0
HfCrAl2O6,0
HfCrCo2O6,0
HfCrV2O6,0
HfCsReAuO6,0
HfCsTaAlO6,0
HfCsVInO6,0
HfCsWInO6,0
HfCsZrMnO6,0.0029
HfCuCo2O6,0
HfCuV2O6,0
HfDyAl2O6,0
HfDyCo2O6,0
HfDyCr2O6,0
HfDyGa2O6,0
HfDyV2O6,0
HfEuAl2O6,0
HfEuCr2O6,0
HfEuGa2O6,0
HfFeNi2O6,0
HfKReAuO6,0
HfKWInO6,0.5173
HfNdAl2O6,0
HfNdGa2O6,0.0141
HfNdNi2O6,0.0296
HfRbReAuO6,0
HfRbZrAuO6,0
HfSmAl2O6,0
HfSmFe2O6,0
HfSmGa2O6,0.0129
HfSmNi2O6,0.0314
HfSrFe2O6,0
HfSrNi2O6,0
HfSrTaAlO6,0
HfSrTaGaO6,0
HfTiAl2O6,0
HfTiCo2O6,0
HfTiCr2O6,0
HfTiNi2O6,0
HfTiV2O6,0
HfTlReAuO6,0
HfTlTaAuO6,0
HfTmAl2O6,0
HfTmCo2O6,0
HfTmCr2O6,0
HfTmGa2O6,0
HfTmV2O6,0
HfVAl2O6,0
HfYbAl2O6,1.6457
HfYbCo2O6,0
HfYbCr2O6,0
HfYbGa2O6,1.5113
HfYbTaAlO6,0
HfYbV2O6,0
HgCeO3,0
HgCoWAlO6,0
HgCuWAlO6,0.3263
HgFeO3,0
HgFeWAlO6,0
HgHfO3,0
HgIO3,0
HgIrO3,0
HgMnReAuO6,0
HgMnWAlO6,0
HgMoO3,0
HgNbO3,0
HgNiWAlO6,0
HgOsO3,0
HgPdO3,0
HgPrO3,0
HgPtO3,0
HgPtWAlO6,0
HgReO3,0
HgRhO3,0
HgRuO3,0
HgSbO3,0
HgSeO3,0
HgSnO3,0
HgTaO3,0
HgTcO3,0
HgTeO3,0
HgTiO3,0
HgWO3,0
HgZnWAlO6,0
HgZrO3,0
Ho2DyErO6,1.3055
Ho2DyGaO6,2.2384
Ho2DyLuO6,1.5005
Ho2DyTmO6,1.3779
Ho2DyYO6,1.2392
Ho2ErGaO6,2.3349
Ho2ErLuO6,1.6408
Ho2ErTmO6,1.5171
Ho2InGaO6,2.3103
Ho2LuAlO6,2.566
Ho2LuBO6,2.6214
Ho2LuCuO6,0
Ho2LuGaO6,2.4617
Ho2LuInO6,1.7371
Ho2ScGaO6,2.6996
Ho2TbCrO6,0.0823
Ho2TbDyO6,1.0945
Ho2TbErO6,1.2309
Ho2TbLuO6,1.4248
Ho2TbTmO6,1.3029
Ho2TlGaO6,1.2024
Ho2TmGaO6,2.3829
Ho2TmInO6,1.5994
Ho2TmLuO6,1.715
Ho2YErO6,1.374
Ho2YGaO6,2.3084
Ho2YLuO6,1.5656
Ho2YTmO6,1.4452
HoAgO3,0
HoAlGa2O6,0.0004
HoAlO3,2.9761
HoAsO3,0
HoAuO3,0
HoBO3,2.6416
HoCeAl2O6,0
HoCeO3,0
HoCoO3,0
HoCrB2O6,0.0514
HoCrO3,0.0358
HoCsWInO6,0
HoDyCr2O6,0.0302
HoDyO3,1.168
HoErCr2O6,0.0427
HoEuAl2O6,0
HoEuO3,0
HoFeO3,0
HoGaAl2O6,0.0248
HoGaO3,2.8806
HoGdAl2O6,2.0722
HoGdO3,0
HoInAl2O6,0
HoInGa2O6,0
HoIrO3,0
HoKWInO6,0
HoLaAl2O6,3.1891
HoLaBMoO6,0
HoLaGa2O6,3.0756
HoLaO3,0
HoLuAl2O6,3.051
HoLuCr2O6,0.0693
HoLuGa2O6,2.9545
HoLuO3,1.8404
HoMoAl2O6,0
HoMoGa2O6,0
HoMoO3,0
HoNbAl2O6,0.011
HoNbO3,0
HoNdAl2O6,2.922
HoNdBMoO6,0
HoNdGa2O6,2.83
HoNiO3,0.2233
HoPdAl2O6,0
HoPdO3,0.1408
HoPmAl2O6,2.9183
HoPmGa2O6,2.8267
HoPmO3,0.3757
HoPrAl2O6,2.9284
HoPrGa2O6,2.8363
HoPrO3,0.4253
HoRhAl2O6,0.078
HoRhGa2O6,0.0687
HoRhO3,0
HoRuO3,0
HoSbO3,0
HoScAl2O6,1.7269
HoScCr2O6,0
HoScO3,2.5026
HoSmAl2O6,2.9278
HoSmBMoO6,0
HoSmGa2O6,2.8356
HoTaAl2O6,0
HoTaO3,0
HoTbAl2O6,2.9501
HoTbBMoO6,0
HoTbCr2O6,0.0252
HoTbGa2O6,2.8554
HoTbO3,1.0209
HoTlAl2O6,0
HoTlGa2O6,0.0078
HoTlO3,0.3644
HoTmAl2O6,3.0149
HoTmCr2O6,0.051
HoTmGa2O6,2.9192
HoTmO3,1.5904
HoVAl2O6,0
HoVGa2O6,0
HoVO3,0
HoYAl2O6,2.8852
HoYbAl2O6,0.018
HoYbCr2O6,0
HoYbGa2O6,0
HoYGa2O6,2.7866
HoYO3,1.3061
InAgHfCoO6,0
InAgHfCuO6,0
InAgHfGeO6,0
InAgHfSnO6,0
InAgTaPtO6,0.0591
InAgWGaO6,0.0363
InAsO3,0
InAuWAlO6,0.0466
InBaMoCdO6,0.0132
InBO3,0
InCaRePtO6,0
InCdHfCoO6,0
InCdWGaO6,0
InCoO3,0
InCrB2O6,0
InCrO3,0
InCsHfPtO6,0
InCsHfSnO6,0.0099
InFeO3,0
InIrO3,0
InKHfPtO6,0
InMoO3,0.1063
InNiO3,0.0984
InRhO3,0
InRuO3,0
InSrRePtO6,0
InSrWGaO6,0.9517
InTiO3,0
InTlHfGeO6,0
InTlHfNiO6,0
InTlHfSiO6,0.0034
InTlHfSnO6,0.0196
InTmWMgO6,0.4
InVB2O6,0
InYbWMgO6,0.0204
IrBaReAuO6,0
IrHgWAlO6,0
IrKReAuO6,0.0004
IrNaReAuO6,0.0109
IrPtReAuO6,0
K2OsYO6,0.0474
K2ReAuO6,0.0315
KAsO3,0
KBiO3,0.4914
KBrO3,0.1494
KCeTa2O6,0
KCsReTbO6,1.5221
KCsTa2O6,1.9664
KCsWTbO6,0
KIO3,0
KLaHf2O6,2.5015
KLaMnWO6,1.1266
KMoO3,0
KNaTa2O6,2.1715
KNbO3,1.4121
KNO3,0
KPO3,5.0617
KSbO3,2.0039
KTaO3,2.0995
KVO3,0.2186
KWO3,0
KYbHf2O6,0
La2AlBO6,3.6959
La2CaTiO6,2.6234
La2CaZrO6,2.2496
La2CoFeO6,0.2608
La2CoIrO6,0
La2CoMnO6,0
La2CoRhO6,0
La2CoRuO6,0
La2CoTiO6,0
La2CoYbO6,0
La2CrCoO6,0
La2CrFeO6,0
La2CrMnO6,0
La2CrRhO6,0
La2CuIrO6,0
La2CuMnO6,0
La2CuRhO6,0
La2CuRuO6,0
La2CuSnO6,0.0026
La2CuTiO6,0.0033
La2CuZrO6,0.001
La2DyAsO6,0.0058
La2DyErO6,1.8214
La2DyGaO6,2.6467
La2DyHoO6,1.7688
La2DyInO6,1.8759
La2DyLuO6,1.9706
La2DyTlO6,1.2387
La2DyTmO6,1.8779
La2DyYO6,1.7684
La2ErAsO6,0.0378
La2ErCoO6,1.3492
La2ErCrO6,0.6157
La2ErFeO6,0
La2ErGaO6,2.7392
La2ErInO6,2.0017
La2ErLuO6,2.0761
La2ErMnO6,0
La2ErMoO6,0
La2ErNiO6,0
La2ErRuO6,0
La2ErTlO6,1.3597
La2ErTmO6,1.9841
La2ErVO6,0
La2EuGaO6,0
La2FeIrO6,0
La2FeMnO6,0
La2FeRhO6,0
La2FeRuO6,0.0629
La2FeTiO6,0.5959
La2FeVO6,0
La2GaCoO6,0.1912
La2GaFeO6,0
La2GaMnO6,0.0391
La2GaNiO6,0
La2GaRuO6,0.0065
La2GdCoO6,1.2647
La2GdCrO6,0.5295
La2GdGaO6,1.8878
La2GdInO6,1.1649
La2GdLuO6,1.1604
La2GdVO6,0
La2HfCoO6,0
La2HoAsO6,0.0092
La2HoCoO6,1.3596
La2HoCrO6,0.5887
La2HoErO6,1.8758
La2HoFeO6,0
La2HoGaO6,2.6941
La2HoInO6,1.9402
La2HoIrO6,0.5893
La2HoLuO6,2.0245
La2HoMnO6,0
La2HoMoO6,0
La2HoNiO6,0.0142
La2HoRhO6,1.1028
La2HoRuO6,0
La2HoTiO6,0
La2HoTlO6,1.3003
La2HoTmO6,1.9322
La2HoVO6,0
La2InAgO6,0.0595
La2InGaO6,2.7776
La2KNbO6,1.872
La2LiIrO6,0
La2LiMoO6,0
La2LiNbO6,2.8241
La2LiOsO6,0.0369
La2LiReO6,0
La2LiRuO6,0.0003
La2LiSbO6,3.3086
La2LiVO6,1.9389
La2LuAsO6,0.026
La2LuCoO6,1.3047
La2LuCrO6,0.6965
La2LuFeO6,0
La2LuGaO6,2.8596
La2LuInO6,2.1751
La2LuIrO6,0.6684
La2LuMnO6,0
La2LuMoO6,0
La2LuNbO6,0
La2LuNiO6,0
La2LuRhO6,1.2017
La2LuRuO6,0
La2LuTiO6,0
La2LuTlO6,1.53
La2LuVO6,0
La2MgGeO6,3.364
La2MgHfO6,3.0299
La2MgIrO6,0.0073
La2MgMnO6,1.6867
La2MgPtO6,2.0012
La2MgRhO6,0.0117
La2MgRuO6,0
La2MgSnO6,3.129
La2MgTiO6,3.0364
La2MgZrO6,2.9647
La2MnIrO6,0
La2MnRhO6,0
La2MnRuO6,0
La2MnTiO6,0.0016
La2MnTmO6,0
La2MnVO6,0
La2MoCdO6,0
La2NaIrO6,0.0036
La2NaOsO6,0
La2NaRuO6,0.0332
La2NiCoO6,0
La2NiDyO6,0.0107
La2NiFeO6,0
La2NiGeO6,0.2131
La2NiIrO6,0
La2NiMnO6,1.2797
La2NiPtO6,0
La2NiRhO6,0
La2NiRuO6,0
La2NiSnO6,0
La2NiTiO6,0
La2NiTmO6,0
La2NiVO6,0
La2NiZrO6,1.9201
La2PmCoO6,1.1612
La2PrCoO6,1.0645
La2ScGaO6,3.1321
La2ScInO6,2.5967
