Structure,bandgap
PmCeCr2O6,0
PmCeO3,0
PmCoO3,0
PmCrB2O6,0.031
PmCrO3,0.0118
PmCsCrInO6,0
PmCsMnInO6,0
PmCsVInO6,1.641
PmCsVTlO6,1.4276
PmCsWInO6,0
PmCsWTlO6,0.1426
PmDyBMoO6,0
PmDyCr2O6,0.0194
PmErCr2O6,0.0325
PmErO3,1.6958
PmEuAl2O6,0
PmEuCr2O6,0
PmFeO3,0
PmGaAl2O6,0.0247
PmGdO3,0.2434
PmHoCr2O6,0.0254
PmInAl2O6,0
PmInGa2O6,0
PmIrO3,0
PmKWDyO6,0.0316
PmKWInO6,0
PmKWSrO6,2.3512
PmKWTbO6,0.0314
PmKWTlO6,0
PmLaBAlO6,3.3198
PmLaBInO6,2.818
PmLaBMoO6,0
PmLaCuAlO6,0
PmLuCr2O6,0.0595
PmMnO3,0
PmMoAl2O6,0
PmMoGa2O6,0
PmMoO3,0
PmNaMnInO6,0
PmNbAl2O6,0.0098
PmNbGa2O6,0.0113
PmNbO3,0
PmNdBAlO6,3.0202
PmNdBTbO6,2.3377
PmNdCr2O6,0.0198
PmNdGeAlO6,0.0583
PmNdSeAlO6,0.0053
PmNdSiAlO6,0.0006
PmNiO3,0.2472
PmPdAl2O6,0
PmPdO3,0.0194
PmPrAl2O6,2.8695
PmPrGa2O6,2.7819
PmPrO3,0.7569
PmRhAl2O6,0.0739
PmRhGa2O6,0.066
PmRhO3,0
PmRuO3,0
PmSbO3,0
PmScAl2O6,1.67
PmScCr2O6,0
PmSmAl2O6,2.8689
PmSmBAlO6,3.0247
PmSmCr2O6,0.0137
PmSmGa2O6,2.7806
PmSmGeAlO6,0.0063
PmSmO3,1.1287
PmSmSeAlO6,0.0405
PmSmSiAlO6,0
PmTaAl2O6,0
PmTaGa2O6,0
PmTaO3,0
PmTbAl2O6,2.8914
PmTbCr2O6,0.0141
PmTbGa2O6,2.8004
PmTiO3,0
PmTlAl2O6,0
PmTlGa2O6,0.0419
PmTlO3,0.3989
PmTmAl2O6,2.9588
PmTmCr2O6,0.0411
PmTmGa2O6,2.8668
PmTmO3,1.7674
PmVAl2O6,0
PmVGa2O6,0
PmYAl2O6,2.8249
PmYbAl2O6,0.0195
PmYbCr2O6,0
PmYbGa2O6,0
PmYCr2O6,0.0001
PmYGa2O6,2.7298
Pr2AlBO6,3.0423
Pr2DyCoO6,0.867
Pr2DyErO6,1.6474
Pr2DyGaO6,2.214
Pr2DyHoO6,1.6077
Pr2DyInO6,1.6324
Pr2DyLuO6,1.7553
Pr2DyTmO6,1.6877
Pr2DyYO6,1.6266
Pr2ErAsO6,0
Pr2ErCoO6,0.9318
Pr2ErGaO6,2.3062
Pr2ErInO6,1.7258
Pr2ErLuO6,1.8311
Pr2ErNiO6,0.0049
Pr2ErTmO6,1.7652
Pr2EuCoO6,0
Pr2EuCrO6,0
Pr2GdCoO6,0.7712
Pr2GdGaO6,1.421
Pr2HfCoO6,0
Pr2HfFeO6,0.1939
Pr2HoAsO6,0
Pr2HoCoO6,0.8998
Pr2HoErO6,1.6873
Pr2HoGaO6,2.2611
Pr2HoInO6,1.6799
Pr2HoLuO6,1.7938
Pr2HoTmO6,1.727
Pr2InGaO6,2.3305
Pr2InNbO6,0
Pr2LuCrO6,0
Pr2LuFeO6,0
Pr2LuGaO6,2.4265
Pr2LuInO6,1.8508
Pr2LuTlO6,1.3124
Pr2NdCrO6,0.1006
Pr2PmCoO6,0.6772
Pr2ScGaO6,2.6109
Pr2SmCrO6,0
Pr2TaAlO6,0
Pr2TbDyO6,1.5227
Pr2TbErO6,1.6043
Pr2TbHoO6,1.5641
Pr2TbLuO6,1.7135
Pr2TbNiO6,0.0792
Pr2TbTmO6,1.645
Pr2TbVO6,0
Pr2TlGaO6,1.2784
Pr2TlInO6,0.8558
Pr2TmAlO6,2.4328
Pr2TmAsO6,0.0769
Pr2TmCoO6,0.9668
Pr2TmCrO6,0
Pr2TmGaO6,2.3517
Pr2TmInO6,1.7726
Pr2TmLuO6,1.869
Pr2TmNiO6,0
Pr2TmTlO6,1.2333
Pr2TmVO6,0
Pr2WMgO6,0
Pr2YbCrO6,0.0218
Pr2YCoO6,0.8811
Pr2YErO6,1.7041
Pr2YGaO6,2.2755
Pr2YHoO6,1.6659
Pr2YInO6,1.7025
Pr2YTmO6,1.7428
PrAgMoCdO6,1.7229
PrAgO3,0
PrAgReAuO6,0
PrAlGa2O6,0
PrAlO3,2.8792
PrAsO3,0
PrAuO3,0
PrBaAl2O6,0
PrBaAlAsO6,0.0089
PrBaAlInO6,0.0185
PrBaCo2O6,0
PrBaCoGdO6,0
PrBaCoInO6,0
PrBaCoTmO6,0
PrBaCrGdO6,0.0138
PrBaCrInO6,0
PrBaCrLuO6,0
PrBaEuCoO6,0
PrBaFeGdO6,0
PrBaFeInO6,0
PrBaGa2O6,0.0134
PrBaGaAlO6,0.0205
PrBaGaBO6,0
PrBaGdNiO6,1.089
PrBaHfCoO6,0.9749
PrBaHfCrO6,0
PrBaHfCuO6,0
PrBaHfFeO6,0
PrBaHfMnO6,0
PrBaHfSbO6,0.0295
PrBaMnInO6,0
PrBaMoCdO6,0
PrBaMoYbO6,0.0521
PrBaNbBiO6,0
PrBaNiInO6,0.1736
PrBaSeErO6,1.1411
PrBaSeGaO6,1.1756
PrBaSeHoO6,1.0844
PrBaSeScO6,1.7277
PrBaSiErO6,3.0674
PrBaSiGaO6,2.2551
PrBaSiHoO6,3.0394
PrBaSiInO6,2.4706
PrBaSiNbO6,0
PrBaTaAlO6,0
PrBaTaBiO6,0
PrBaTcYO6,0
PrBaTmCrO6,0.004
PrBaTmFeO6,0
PrBaTmNiO6,1.0322
PrBaTmVO6,0.058
PrBaVInO6,0.0295
PrBaWAlO6,0
PrBaWCdO6,0
PrBaWHgO6,0
PrBaWMgO6,0
PrBiMoCdO6,0
PrBiSnMgO6,1.5015
PrBiWMgO6,0
PrBO3,1.8081
PrCaAl2O6,0.0201
PrCaAuCdO6,0.9244
PrCaGa2O6,0
PrCaPtCdO6,0.0176
PrCaPtYO6,2.1015
PrCaReAuO6,0.0185
PrCdHfCuO6,0.0993
PrCdReAuO6,0
PrCdSeTaO6,0
PrCeAl2O6,0.0032
PrCeCoTmO6,0.0481
PrCeCr2O6,0
PrCeGaAlO6,0.0116
PrCeLuCoO6,0.0293
PrCeO3,0
PrCePtCdO6,0.0578
PrCoO3,0
PrCrAl2O6,0
PrCrO3,1.847
PrCsAuCeO6,0
PrCsAuGdO6,1.2555
PrCsAuScO6,0.9149
PrCsAuTaO6,0.1072
PrCsAuTiO6,0
PrCsAuTmO6,1.1627
PrCsAuYbO6,0
PrCsAuYO6,1.3353
PrCsBiGdO6,1.7158
PrCsBiYO6,1.9777
PrCsCeZrO6,2.2987
PrCsCrGdO6,0
PrCsCrInO6,0
PrCsCrLuO6,0
PrCsCrTmO6,0.0442
PrCsFeInO6,0
PrCsGeInO6,0
PrCsHfAuO6,0.1941
PrCsHfCrO6,0.0001
PrCsHfCuO6,0
PrCsHfTcO6,0
PrCsHfTeO6,1.042
PrCsHfTiO6,2.1525
PrCsHfZrO6,2.5862
PrCsMnInO6,0
PrCsMoYbO6,1.9341
PrCsNbInO6,3.0284
PrCsNbYO6,2.4348
PrCsReAuO6,0
PrCsSbYO6,3.0296
PrCsSeTaO6,0
PrCsSeYbO6,1.8759
PrCsTaAlO6,2.902
PrCsTaBiO6,1.4007
PrCsTaGdO6,2.3537
PrCsTaInO6,3.2435
PrCsTaNbO6,0.0349
PrCsTaScO6,2.6411
PrCsTaTmO6,2.7046
PrCsTaYO6,2.6342
PrCsVInO6,1.6353
PrCsWInO6,0
PrCsWTlO6,0.139
PrCsZrSnO6,3.1312
PrCuReAuO6,0
PrDyAl2O6,2.914
PrDyBMoO6,0
PrDyCr2O6,0.0384
PrErCr2O6,0.0513
PrEuAl2O6,0
PrEuCoTmO6,0
PrEuCr2O6,0
PrEuCrTmO6,0
PrEuHfAlO6,0
PrEuHfCuO6,0
PrEuHfFeO6,0
PrEuLuCrO6,0
PrEuMoCdO6,0.0012
PrEuVTmO6,0
PrEuWCdO6,0
PrFeO3,0
PrGaAl2O6,0
PrGaO3,0
PrGdAl2O6,1.9379
PrGdCr2O6,0
PrGdGa2O6,1.6559
PrGdHfCoO6,0
PrGdTaAlO6,0
PrGdWMgO6,0
PrHfCo2O6,0
PrHfCr2O6,0
PrHfFe2O6,0
PrHfMn2O6,0
PrHfNi2O6,0.0271
PrHfV2O6,0
PrHgReAuO6,0.0375
PrHgTaAuO6,0.0702
PrHgTaTeO6,0.0855
PrHgTiTeO6,0.0217
PrHgWMgO6,0.0262
PrHoCr2O6,0.0445
PrHoMo2O6,0
PrHoNi2O6,0.0015
PrInAl2O6,0
PrInGa2O6,0
PrInO3,1.6853
PrIrO3,0
PrKAuCeO6,0
PrKAuGdO6,1.5803
PrKAuTaO6,0.112
PrKAuTmO6,1.5432
PrKAuYbO6,0
PrKAuYO6,1.6382
PrKBiGdO6,1.8063
PrKBiTmO6,1.9755
PrKBiYO6,2.1985
PrKCeHfO6,2.4663
PrKHfAuO6,0.0101
PrKHfSnO6,3.3667
PrKHfTcO6,0
PrKHfTeO6,0.8573
PrKHfTmO6,0
PrKMnInO6,0.0087
PrKNbBiO6,0.9918
PrKReAuO6,0
PrKSbBiO6,1.6546
PrKSbGdO6,1.7755
PrKSbTmO6,3.3185
PrKTaBiO6,1.2306
PrKTaGdO6,2.3232
PrKTaInO6,3.3168
PrKTaTeO6,0.0202
PrKTaTmO6,2.7432
PrKWCeO6,0
PrKWCsO6,0
PrKWDyO6,0.0273
PrKWInO6,0
PrKWTbO6,0.0163
PrKWTlO6,0.0808
PrLaBAlO6,3.3431
PrLaBInO6,2.7188
PrLaBMoO6,0.0142
PrLaCuAlO6,0
PrLaGaAlO6,3.1018
PrLaInNbO6,0
PrLaLuCoO6,1.27
PrLaLuCrO6,0.3966
PrLaO3,0.5069
PrLaTaPtO6,0
PrLiReAuO6,0
PrLuCr2O6,0.077
PrMgCo2O6,0
PrMgCr2O6,0
PrMgFe2O6,0
PrMgMn2O6,0
PrMgMo2O6,0
PrMnFe2O6,0
PrMnNi2O6,0
PrMnO3,0
PrMnV2O6,0
PrMoAl2O6,0
PrMoGa2O6,0
PrMoO3,0
PrNaHfSnO6,3.4145
PrNaMnInO6,0
PrNaTaInO6,3.3588
PrNaTaTmO6,2.7753
PrNaWCeO6,0
PrNbAl2O6,0.0224
PrNbGa2O6,0.0116
PrNbGaAlO6,0.0097
PrNbO3,0
PrNdAl2O6,2.8741
PrNdBAlO6,3.0335
PrNdCr2O6,0.0347
PrNdGaAlO6,2.825
PrNdGeAlO6,0.0051
PrNdMnAlO6,0
PrNdO3,0.9299
PrNdSeAlO6,0
PrNdSiAlO6,0
PrNiO3,0.2559
PrPbAuCdO6,0.6192
PrPbHfCoO6,1.0099
PrPbMoCaO6,0
PrPbMoCdO6,0.0043
PrPbNbScO6,0
PrPbNbTmO6,0
PrPbO3,0
PrPbPtCdO6,0.0011
PrPbReAuO6,0
PrPbWCaO6,0
PrPbWCdO6,0
PrPbWMgO6,0
PrPbZrAuO6,0
PrPdO3,0.0174
PrPmBAlO6,3.028
PrPmBMoO6,0
PrPmCr2O6,0.0286
PrPmMo2O6,0
PrPtO3,0
PrPtReAuO6,0
PrRbAuCeO6,0
PrRbAuGdO6,1.6496
PrRbAuLuO6,1.342
PrRbAuScO6,1.2476
PrRbAuTaO6,0.1103
PrRbAuTiO6,0
PrRbAuTmO6,1.4477
PrRbAuYbO6,0
PrRbAuYO6,1.5665
PrRbBiTmO6,1.8821
PrRbBiYO6,2.1184
PrRbCePtO6,1.35
PrRbCeSnO6,2.3006
PrRbCeZrO6,2.4444
PrRbCoTmO6,0
PrRbHfAuO6,0.19
PrRbHfCoO6,0.0019
PrRbHfCrO6,0
PrRbHfCuO6,0.0234
PrRbHfFeO6,0
PrRbHfGaO6,0
PrRbHfGdO6,0
PrRbHfGeO6,3.4753
PrRbHfMnO6,1.3184
PrRbHfNiO6,0.4354
PrRbHfPtO6,1.6996
PrRbHfSnO6,3.3375
PrRbHfTcO6,0
PrRbHfTeO6,0.9232
PrRbHfZrO6,2.6339
PrRbNbBiO6,1.0706
PrRbNbTmO6,2.4616
PrRbPtTaO6,0
PrRbReAuO6,0
PrRbSbBiO6,1.6802
PrRbSbGdO6,3.0412
PrRbSbTmO6,3.266
PrRbSeYbO6,2.095
PrRbTaBiO6,1.2922
PrRbTaGdO6,1.8073
PrRbTaInO6,3.2859
PrRbTaTeO6,0.0153
PrRbTaTmO6,2.7244
PrRbTaYO6,2.6577
PrRbZrAuO6,0
PrRhAl2O6,0.0719
PrRhGa2O6,0.0646
PrRhO3,0
PrRuO3,0
PrSbO3,0
PrScAl2O6,1.6497
PrScO3,2.4012
PrSmAl2O6,2.8791
PrSmBAlO6,3.0373
PrSmBMoO6,0
PrSmCr2O6,0.031
PrSmGeAlO6,0
PrSmO3,1.17
PrSmSiAlO6,0
PrSrAl2O6,0.0232
PrSrCo2O6,0
PrSrCoTmO6,0.0047
PrSrCrLuO6,0
PrSrFeTmO6,0
PrSrGa2O6,0.0064
PrSrGaAlO6,0.0248
PrSrHfCoO6,1.0893
PrSrHfCrO6,0.9278
PrSrHfCuO6,0.0716
PrSrLiTeO6,3.347
PrSrMnAlO6,1.1136
PrSrMnInO6,0.898
PrSrNbTmO6,0
PrSrPtCdO6,0.0193
PrSrSeYbO6,0.0157
PrSrSnTmO6,3.0491
PrSrTaGaO6,0
PrSrTaPtO6,0
PrSrWCdO6,0
PrTaAl2O6,0.0244
PrTaGa2O6,0
PrTaGaAlO6,0
PrTaO3,0
PrTbAl2O6,2.901
PrTbBMoO6,0
PrTbCr2O6,0.0331
PrTbGa2O6,2.8098
PrTlAl2O6,0
PrTlBiYO6,1.3929
PrTlCr2O6,0
PrTlGa2O6,0.0432
PrTlO3,0
PrTlSeTiO6,1.3896
PrTlTaBiO6,1.2968
PrTlTaTeO6,0
PrTlWAlO6,0
PrTmAl2O6,2.97
PrTmAuCdO6,0
PrTmCoLuO6,1.1047
PrTmCr2O6,0.0597
PrTmCrLuO6,0
PrTmMoCdO6,0
PrTmNbInO6,0
PrTmReAuO6,0
PrTmTaAlO6,0
PrVO3,0
PrYAl2O6,2.83
PrYbCr2O6,0
PrYbHfAlO6,3.488
PrYbNbInO6,0
PrYbO3,0
PrYbReAuO6,0
PrYbTaAlO6,0
PrYbZrGaO6,3.4011
PrYCr2O6,0.0196
PrYGa2O6,2.7345
Pt2WAlO6,0
PtCoWAlO6,0
PtCsVInO6,0
PtCsWInO6,0
PtCuReAuO6,0
PtErCo2O6,0
PtErNi2O6,0
PtErV2O6,0
PtEuNi2O6,0
PtKWCeO6,0
PtKWCsO6,0
PtKWInO6,0
PtNiWAlO6,0
PtTlWAlO6,0.0266
PtZnCo2O6,0
PtZnNi2O6,0
PtZnReAuO6,0
PtZnV2O6,0
PtZnWAlO6,0
Rb2OsGdO6,0
Rb2ReAuO6,0.0029
Rb2TaNbO6,1.6218
RbBrO3,0
RbCeTa2O6,0
RbCsTa2O6,1.9269
RbCsWTbO6,0
RbIO3,0.0418
RbKTa2O6,2.0467
RbLaTa2O6,0
RbMnO3,0
RbNaTa2O6,2.1183
RbNbO3,1.3563
RbNO3,0
RbPO3,0
RbTaO3,2.0024
RbVO3,0.2498
RbYbHf2O6,0
ReBaAl2O6,0
ReBaInFeO6,0
ReBaMnInO6,0
ReCsFeInO6,0
ReDyAl2O6,0.0232
ReNdAl2O6,0.0241
ReNdGa2O6,0.0214
ReSmAl2O6,0.0237
ReTmAl2O6,0.0229
RhBaAl2O6,0
RhBaMnInO6,0
RhBaSiPmO6,0
RhBaTbAuO6,0
RhCsFeInO6,0
RhCsMnInO6,0.0242
RhCsReAuO6,0
RhCsWInO6,0
RhKWCeO6,0
RhKWInO6,0
RhRbReAuO6,0
RhSmAl2O6,0.075
RhTlReAuO6,0
RuBaSc2O6,0.0281
RuBaTbAuO6,0
RuCsWInO6,0
RuKWCeO6,0
RuKWCsO6,0
RuKWInO6,0
RuRbWCeO6,0
RuRbWCsO6,0
RuRbWInO6,0
Sb2MnBO6,0
SbAgFeAuO6,0
SbBaAuZnO6,0.3191
SbBaReAuO6,0
SbBaTaPtO6,0.0293
SbBaTiAuO6,0
SbCrO3,0.0255
SbCsAuTaO6,0
SbCsWAlO6,0
SbCsWInO6,0.0539
SbGaO3,0.9045
SbHgTaAuO6,0
SbHgWAlO6,0
SbKAuTaO6,0
SbKPtTaO6,0.0125
SbKReAuO6,0
SbNaPtTaO6,0
SbNiO3,0
SbPbPtTaO6,0
SbPbRePtO6,0
SbPbWAlO6,0
SbPtWAlO6,0
SbRbPtTaO6,0.0124
SbRbReAuO6,0
SbRbTaAuO6,0
SbSrPtTaO6,0
SbTlPtTaO6,0.0246
SbTlTiTeO6,0
SbTlWAlO6,0
Sc2ErCoO6,0.1624
Sc2FeBO6,0.0232
Sc2InGaO6,0.8113
Sc2VTbO6,0.0332
ScAlO3,1.4229
ScAsO3,0
ScBaAuCdO6,0.784
ScBaPtCdO6,0
ScBO3,1.8033
ScCrO3,0
ScCsAuTaO6,0
ScCsHfSnO6,1.0583
ScCsHfTeO6,0
ScCsNbBiO6,0
ScCsTaBiO6,0
ScCsWInO6,0.0327
ScGaO3,1.3344
ScIrO3,0.0247
ScKReAuO6,0
ScMoAl2O6,0
ScMoO3,0
ScNbAl2O6,0.0408
ScNbO3,0
ScNiO3,0.012
ScRbPtTaO6,0
ScRbReAuO6,0
ScRhAl2O6,0.0785
ScRuO3,0
ScTaAl2O6,0
ScTaO3,0
ScTbAl2O6,1.7097
ScTiO3,0
ScTlAuTiO6,0
ScTlReAuO6,0
ScTmAl2O6,1.7471
ScVAl2O6,0
ScYAl2O6,1.7049
SiCsWInO6,1.5728
Sm2CoMnO6,0
Sm2CoPtO6,0
Sm2CoRuO6,0
Sm2CuMnO6,0.0214
Sm2CuSnO6,0.1246
Sm2CuTiO6,0.0091
Sm2DyErO6,1.6181
Sm2DyGaO6,2.1816
Sm2DyHoO6,1.5777
Sm2DyInO6,1.5846
Sm2DyLuO6,1.7286
Sm2DyTmO6,1.6594
Sm2DyYO6,1.5986
Sm2ErGaO6,2.2761
Sm2ErInO6,1.6786
Sm2ErLuO6,1.8066
Sm2ErTmO6,1.7388
Sm2HoErO6,1.659
Sm2HoGaO6,2.2297
Sm2HoInO6,1.6323
Sm2HoLuO6,1.7681
Sm2HoTmO6,1.6997
Sm2InGaO6,2.277
Sm2LiIrO6,0
Sm2LiOsO6,0.0957
Sm2LiRuO6,0.0173
Sm2LuGaO6,2.3997
Sm2LuInO6,1.8048
Sm2MgIrO6,0.0202
Sm2MgPtO6,1.6777
Sm2MnRhO6,0.0545
Sm2MnTiO6,0
Sm2NaIrO6,0.0289
Sm2NiMnO6,0.2275
Sm2NiPtO6,0.0167
Sm2NiRuO6,0
Sm2PrCrO6,0
Sm2PtErO6,0
Sm2PtHoO6,0
Sm2PtLuO6,0
Sm2ScGaO6,2.608
Sm2TbDyO6,1.4914
Sm2TbErO6,1.5744
Sm2TbHoO6,1.5335
Sm2TbLuO6,1.6859
Sm2TbTmO6,1.616
Sm2TlGaO6,1.3276
Sm2TmAlO6,2.4321
Sm2TmBO6,2.4719
Sm2TmCuO6,0
Sm2TmGaO6,2.3228
Sm2TmInO6,1.7258
Sm2TmLuO6,1.8457
Sm2VTbO6,0
Sm2YErO6,1.6779
Sm2YGaO6,2.2475
Sm2YHoO6,1.6388
Sm2YInO6,1.6575
Sm2YTmO6,1.7177
Sm2ZnPtO6,1.4429
SmAgO3,0
SmAlGa2O6,0.0002
SmAlO3,2.8784
SmAsO3,0
SmAuFeInO6,0
SmAuO3,0
SmBaCo2O6,0
SmBaFe2O6,0
SmBaGaAlO6,0.0195
SmBaMn2O6,0
SmBaMnInO6,0.0003
SmBaSeGaO6,1.2167
SmBO3,2.2243
SmCeAl2O6,0
SmCeCr2O6,0
SmCeO3,0
SmCoO3,0.8039
SmCrB2O6,0.0349
SmCrO3,1.7362
SmCsAl2O6,0
SmCsAlInO6,0
SmCsBInO6,0
SmCsFeInO6,0
SmCsGaAlO6,0
SmCsGeGaO6,0
SmCsMnTbO6,0.0376
SmCsSiInO6,0
SmCsVInO6,1.6438
SmCsWInO6,0
SmDyBMoO6,0
SmDyCr2O6,0.0206
SmErCr2O6,0.0337
SmEuAl2O6,0
SmEuGa2O6,0
SmFeO3,0.7235
SmGaAl2O6,0.0245
SmGdAl2O6,2.003
SmGdGa2O6,1.7081
SmHfO3,0
SmHoCr2O6,0.0267
SmHoO3,1.619
SmInAl2O6,0
SmInGa2O6,0
SmInO3,1.6221
SmIrO3,0
SmKGa2O6,0
SmLaBAlO6,3.3274
SmLaBInO6,2.8494
SmLaBMoO6,0
SmLaO3,0.4716
SmLuCr2O6,0.0605
SmMgNi2O6,0.0801
SmMgO3,0
SmMnO3,0
SmMoO3,0
SmNaGa2O6,0
SmNbO3,0
SmNdO3,0.8944
SmNiO3,0
SmOsO3,0
SmPbO3,0
SmPdO3,0.1159
SmPrGa2O6,2.7909
SmPtO3,0
SmReO3,0
SmRhO3,0
SmRuO3,0
SmScAl2O6,1.6801
SmScCr2O6,0
SmScO3,2.4068
SmSiO3,0
SmSnO3,0
SmTaO3,0
SmTbAl2O6,2.901
SmTbBMoO6,0
SmTbO3,1.4466
SmTcO3,0
SmTeO3,0
SmTiO3,0
SmTlAl2O6,0
SmTlGa2O6,0.0416
SmTlO3,0.4222
SmTmAl2O6,2.968
SmTmCr2O6,0.0423
SmTmGa2O6,2.8754
SmVB2O6,0
SmVO3,0
SmVRu2O6,0
SmVTm2O6,0
SmWO3,0
SmYAl2O6,2.8351
SmYbAl2O6,0.0192
SmYbCr2O6,0
SmYbGa2O6,0
SmYCr2O6,0.001
SmYGa2O6,2.7398
SmZrO3,0
SnCsGeTaO6,1.8806
SnCsPtTaO6,0.7537
SnCsReAuO6,0.0119
SnCsSiTaO6,2.3437
SnCsTaAuO6,0
SnCsVInO6,0.007
SnCsWAlO6,2.1147
SnCsWGaO6,2.4085
SnCsWInO6,2.5773
SnHgWAlO6,0.05
SnKPtTaO6,1.018
SnKReAuO6,0.0127
SnMgNi2O6,0.1264
SnRbPtTaO6,0.9328
SnRbReAuO6,0.0126
SnRbTaAuO6,0.0401
SnTlPtTaO6,0.2421
SnTlReAuO6,0.0123
SnTlWAlO6,0.8119
SnTlWGaO6,1.1645
Sr2AlNbO6,2.8384
Sr2AlSbO6,1.8987
Sr2AlTaO6,3.577
Sr2AuCeO6,0
Sr2AuGdO6,1.5976
Sr2AuLaO6,1.7903
Sr2AuPrO6,1.6369
Sr2AuTaO6,0.1109
Sr2AuTmO6,1.5242
Sr2AuYbO6,0
Sr2AuYO6,1.6106
Sr2BiLuO6,1.7333
Sr2BiSbO6,1.9364
Sr2BiTaO6,2.2349
Sr2CaMoO6,2.2564
Sr2CaOsO6,0
Sr2CaReO6,0.0393
Sr2CaTeO6,3.1741
Sr2CaWO6,3.2349
Sr2CdMoO6,2.1061
Sr2CdReO6,0.0071
Sr2CdTeO6,1.1319
Sr2CdWO6,3.543
Sr2CeHfO6,2.3311
Sr2CeIrO6,0
Sr2CeRuO6,0
Sr2CeTaO6,0
Sr2CeZrO6,2.3353
Sr2CoFeO6,0
Sr2CoIrO6,0
Sr2CoMnO6,0
Sr2CoMoO6,0
Sr2CoNbO6,1.5007
Sr2CoOsO6,0
Sr2CoReO6,0
Sr2CoRuO6,0
Sr2CoSbO6,0.2017
Sr2CoTaO6,1.5499
Sr2CoTeO6,0.0067
Sr2CoTiO6,0.0043
Sr2CoWO6,0
Sr2CrMnO6,0
Sr2CrMoO6,0
Sr2CrNbO6,2.2687
Sr2CrOsO6,0
Sr2CrReO6,0
Sr2CrRuO6,0.0062
Sr2CrSbO6,1.35
Sr2CrTaO6,2.8066
Sr2CrWO6,0
Sr2CuMoO6,0.0066
Sr2CuOsO6,0
Sr2CuTeO6,0
Sr2CuWO6,0
Sr2DyBiO6,2.6819
Sr2DyIrO6,0.0012
Sr2DyMoO6,0.0114
Sr2DyNbO6,2.8969
Sr2DyReO6,0
Sr2DyRuO6,0
Sr2DySbO6,3.4626
Sr2DyTaO6,3.4494
Sr2ErBiO6,1.8787
Sr2ErIrO6,0.0016
Sr2ErMoO6,0.0115
Sr2ErNbO6,2.8916
Sr2ErReO6,0
Sr2ErSbO6,3.4529
Sr2ErTaO6,3.4657
Sr2EuBiO6,0
Sr2EuIrO6,0
Sr2EuMoO6,0
Sr2EuNbO6,0
Sr2EuRuO6,0
Sr2EuSbO6,0
Sr2EuTaO6,0
Sr2FeBiO6,0.3496
Sr2FeIrO6,0
Sr2FeMoO6,0.1887
Sr2FeNbO6,1.7829
Sr2FeOsO6,0
Sr2FeReO6,0
Sr2FeRuO6,0
Sr2FeSbO6,1.6652
Sr2FeTaO6,2.0462
Sr2FeTiO6,0
Sr2FeWO6,0
Sr2GaNbO6,3.1367
Sr2GaOsO6,0.2073
Sr2GaReO6,0
Sr2GaSbO6,0.7291
Sr2GaTaO6,3.9113
Sr2GdBiO6,1.6993
Sr2GdIrO6,0
Sr2GdMoO6,0
Sr2GdSbO6,3.3665
Sr2GdTaO6,3.1037
Sr2HfNbO6,0
Sr2HfNiO6,0.5531
Sr2HfSnO6,3.7827
Sr2HfTaO6,0.0866
Sr2HfTiO6,2.4253
Sr2HoBiO6,1.9249
Sr2HoIrO6,0.0014
Sr2HoMoO6,0.0114
Sr2HoNbO6,2.891
Sr2HoReO6,0
Sr2HoRuO6,0
Sr2HoSbO6,3.4625
Sr2HoTaO6,3.4578
Sr2InBiO6,0.6187
Sr2InNbO6,3.4305
Sr2InOsO6,0.3809
Sr2InReO6,0
Sr2InSbO6,1.0652
Sr2InTaO6,4.0244
Sr2IrNbO6,1.2477
Sr2IrTaO6,1.4981
Sr2LaNbO6,3.0938
Sr2LaRuO6,0
Sr2LaSbO6,3.674
Sr2LaTaO6,3.5116
Sr2LiOsO6,0
Sr2LiReO6,1.6554
Sr2LuIrO6,0.0021
Sr2MgMoO6,2.2149
Sr2MgOsO6,0
Sr2MgReO6,0
Sr2MgTeO6,2.2371
Sr2MgWO6,3.2641
Sr2MnMoO6,0.0032
Sr2MnNbO6,0
Sr2MnReO6,0.2928
Sr2MnRuO6,0
Sr2MnSbO6,0
Sr2MnTaO6,0
Sr2MnTeO6,0.1731
Sr2MnTiO6,0.9952
Sr2MnWO6,1.6795
Sr2NaIO6,2.4174
Sr2NaOsO6,0
Sr2NaReO6,1.773
Sr2NbTlO6,2.5512
Sr2NdRuO6,0
Sr2NdSbO6,3.507
Sr2NdTaO6,3.3819
Sr2NiMoO6,2.2338
Sr2NiOsO6,0
Sr2NiReO6,0
Sr2NiWO6,0
Sr2PbMoO6,0.4282
Sr2PrRuO6,0
Sr2PrSbO6,3.4763
Sr2PrTaO6,3.37
Sr2PtCeO6,1.3337
Sr2PtTaO6,0
Sr2ReAuO6,0
Sr2RhNbO6,0.9707
Sr2RhSbO6,0
Sr2RhTaO6,1.1537
Sr2SbTaO6,1.2772
Sr2ScBiO6,1.7949
Sr2ScIrO6,0.0011
Sr2ScNbO6,2.6375
Sr2ScOsO6,0
Sr2ScReO6,0
Sr2ScSbO6,3.6096
Sr2ScTaO6,3.1341
Sr2SmBiO6,1.9436
Sr2SmIrO6,0
Sr2SmNbO6,3.0633
Sr2SmRuO6,0
Sr2SmSbO6,3.5285
Sr2SmTaO6,3.4072
Sr2TaTlO6,2.8271
Sr2TbIrO6,0.0007
Sr2TbNbO6,3.1054
Sr2TbReO6,0
Sr2TbRuO6,0
